product_id,sales_year,sales_week of year,sales_product_quantity
8624,2019,6,5117
8624,2019,7,4420
8624,2019,8,6845
8624,2019,9,5778
8624,2019,10,4906
8624,2019,11,4637
8624,2019,12,3953
8624,2019,13,6929
8624,2019,14,1276
8624,2019,15,2999
8624,2019,16,2227
8624,2019,17,7337
8624,2019,18,4735
8624,2019,19,1695
8624,2019,20,5152
8624,2019,21,8901
8624,2019,22,8470
8624,2019,23,8537
8624,2019,24,3841
8624,2019,25,5208
8624,2019,26,9733
8624,2019,27,2088
8624,2019,28,4363
8624,2019,29,1024
8624,2019,30,7144
8624,2019,31,6668
8624,2019,32,5236
8624,2019,33,9068
8624,2019,34,3235
8624,2019,35,8295
8624,2019,36,9392
8624,2019,37,9448
8624,2019,38,4747
8624,2019,39,4175
8624,2019,40,5897
8624,2019,41,6037
8624,2019,42,8427
8624,2019,43,9605
8624,2019,44,3014
8624,2019,45,2381
8624,2019,46,2098
8624,2019,47,4426
8624,2019,48,4655
8624,2019,49,8938
8624,2019,50,1187
8624,2019,51,6409
8624,2019,52,3092
8868,2021,1,3130
8868,2021,2,6242
8868,2021,3,9549
8868,2021,4,6647
8868,2021,5,6185
8868,2021,6,6776
8868,2021,7,8913
8868,2021,8,8547
8868,2021,9,8823
8868,2021,10,8355
8868,2021,11,7465
8868,2021,12,2497
8868,2021,13,3555
8868,2021,14,6409
8868,2021,15,3951
8868,2021,16,2238
8868,2021,17,5727
8868,2021,18,4965
8868,2021,19,6686
8868,2021,20,4701
8868,2021,21,3780
8868,2021,22,8398
8868,2021,23,2588
8868,2021,24,3368
8868,2021,25,6789
8868,2021,26,1436
8868,2021,27,3828
8868,2021,28,2556
8868,2021,29,8570
8868,2021,30,8480
8868,2021,31,1182
8868,2021,32,8190
8868,2021,33,7687
8868,2021,34,6565
8868,2021,35,8241
8868,2021,36,8651
8868,2021,37,6575
8868,2021,38,2589
8868,2021,39,9851
8868,2021,40,1159
8868,2021,41,7555
8868,2021,42,9244
8868,2021,43,7846
8868,2021,44,3307
8868,2021,45,2228
8868,2021,46,8226
8868,2021,47,6590
8868,2021,48,7919
8868,2021,49,6585
8868,2021,50,7046
8868,2021,51,5945
8868,2021,52,8927
8868,2022,1,8016
8868,2022,2,8758
8868,2022,3,6086
8868,2022,4,8161
8868,2022,5,2884
8868,2022,6,2809
8868,2022,7,4167
8868,2022,8,7352
8868,2022,9,7056
8868,2022,10,3437
8868,2022,11,7468
8868,2022,12,6951
8868,2022,13,6276
8868,2022,14,9859
8868,2022,15,8818
8868,2022,16,5728
8868,2022,17,3624
8868,2022,18,6738
8868,2022,19,5232
8868,2022,20,6793
8868,2022,21,5523
8868,2022,22,6571
8868,2022,23,3224
8868,2022,24,9389
8868,2022,25,7091
8868,2022,26,9662
8868,2022,27,7361
8868,2022,28,2948
8868,2022,29,8094
8868,2022,30,7318
8868,2022,31,4796
8868,2022,32,1234
8868,2022,33,4607
8868,2022,34,9043
8868,2022,35,1522
8868,2022,36,6904
8868,2022,37,5888
8868,2022,38,6832
8868,2022,39,8122
8868,2022,40,6842
8868,2022,41,2316
8868,2022,42,2124
8868,2022,43,6621
8868,2022,44,6423
8868,2022,45,3587
8868,2022,46,6672
8868,2022,47,2378
8868,2022,48,4374
8868,2022,49,2519
8868,2022,50,6777
8868,2022,51,8935
8868,2022,52,7093
8868,2023,1,9418
8868,2023,2,6355
8868,2023,3,5968
8868,2023,4,6574
8868,2023,5,5072
8868,2023,6,3257
8868,2023,7,9588
8868,2023,8,5424
8868,2023,9,4237
8868,2023,10,4893
8868,2023,11,3005
8868,2023,12,3016
8868,2023,13,2772
8868,2023,14,9353
8868,2023,15,4976
8868,2023,16,2751
8868,2023,17,9967
8868,2023,18,8430
8868,2023,19,8170
8868,2023,20,7469
8868,2023,21,4220
8868,2023,22,1539
8868,2023,23,2461
8868,2023,24,6184
8868,2023,25,9547
8868,2023,26,1234
8868,2023,27,2548
8868,2023,28,8480
8868,2023,29,5213
8868,2023,30,2673
8868,2023,31,7708
8868,2023,32,8982
8868,2023,33,3100
8868,2023,34,4748
8868,2023,35,4173
8868,2023,36,2815
8868,2023,37,4841
8868,2023,38,9016
8868,2023,39,8011
8868,2023,40,5493
8868,2023,41,1674
8868,2023,42,9088
8868,2023,43,9578
8868,2023,44,3158
8868,2023,45,3661
8868,2023,46,3064
8868,2023,47,4253
8868,2023,48,5979
8868,2023,49,8703
8868,2023,50,9931
8868,2023,51,2401
8868,2023,52,4259
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
8868,2020,1,7599
8868,2020,2,6102
8868,2020,3,8006
8868,2020,4,4483
8868,2020,5,2994
8868,2020,6,9682
8868,2020,7,2072
8868,2020,8,7707
8868,2020,9,1215
8868,2020,10,8605
8868,2020,11,3606
8868,2020,12,9350
8868,2020,13,5781
8868,2020,14,4313
8868,2020,15,8763
8868,2020,16,6939
8868,2020,17,3295
8868,2020,18,6685
8868,2020,19,2696
8868,2020,20,2946
8868,2020,21,3783
8868,2020,22,4644
8868,2020,23,6241
8868,2020,24,7420
8868,2020,25,8557
8868,2020,26,3645
8868,2020,27,7589
8868,2020,28,7353
8868,2020,29,2932
8868,2020,30,2757
8868,2020,31,6085
8868,2020,32,6637
8868,2020,33,2116
8868,2020,34,1492
8868,2020,35,9811
8868,2020,36,8888
8868,2020,37,7474
8868,2020,38,5958
8868,2020,39,3743
8868,2020,40,8866
8868,2020,41,8160
8868,2020,42,6451
8868,2020,43,6258
8868,2020,44,9548
8868,2020,45,8186
8868,2020,46,7102
8868,2020,47,1619
8868,2020,48,1882
8868,2020,49,9988
8868,2020,50,4642
8868,2020,51,2296
8868,2020,52,9436
8868,2019,1,3895
8868,2019,2,7593
8868,2019,3,1929
8868,2019,4,6366
8868,2019,5,9711
8868,2019,6,4212
8868,2019,7,3409
8868,2019,8,9199
8868,2019,9,4423
8868,2019,10,7976
8868,2019,11,8594
8868,2019,12,6158
8868,2019,13,4667
8868,2019,14,6973
8868,2019,15,7236
8868,2019,16,9277
8868,2019,17,3468
8868,2019,18,7217
8868,2019,19,4619
8868,2019,20,2636
8868,2019,21,9155
8868,2019,22,4583
8868,2019,23,5009
8868,2019,24,4326
8868,2019,25,9148
8868,2019,26,3217
8868,2019,27,5967
8868,2019,28,3369
8868,2019,29,4638
8868,2019,30,6722
8868,2019,31,5444
8868,2019,32,8618
8868,2019,33,4947
8868,2019,34,2676
8868,2019,35,2196
8868,2019,36,3787
8868,2019,37,8432
8868,2019,38,8927
8868,2019,39,4318
8868,2019,40,9858
8868,2019,41,7689
8868,2019,42,3176
8868,2019,43,4743
8868,2019,44,9792
8868,2019,45,5422
8868,2019,46,4824
8868,2019,47,3451
8868,2019,48,1628
8868,2019,49,8778
8868,2019,50,4696
8868,2019,51,4674
8868,2019,52,4929
10974,2021,1,3765
10974,2021,2,5369
10974,2021,3,9307
10974,2021,4,5956
10974,2021,5,1692
10974,2021,6,4162
10974,2021,7,2105
10974,2021,8,4008
10974,2021,9,3161
10974,2021,10,9345
10974,2021,11,4699
10974,2021,12,4786
10974,2021,13,5200
10974,2021,14,2913
10974,2021,15,6520
10974,2021,16,2772
10974,2021,17,3780
10974,2021,18,8423
10974,2021,19,3871
10974,2021,20,1660
10974,2021,21,7242
10974,2021,22,2132
10974,2021,23,1699
10974,2021,24,8470
10974,2021,25,7297
10974,2021,26,8812
10974,2021,27,5557
10974,2021,28,3179
10974,2021,29,9275
10974,2021,30,2422
10974,2021,31,4180
10974,2021,32,5316
10974,2021,33,7696
10974,2021,34,1614
10974,2021,35,5570
10974,2021,36,1270
10974,2021,37,3468
10974,2021,38,4607
10974,2021,39,4075
10974,2021,40,1289
10974,2021,41,9120
10974,2021,42,7614
10974,2021,43,4252
10974,2021,44,8415
10974,2021,45,7771
10974,2021,46,1278
10974,2021,47,1580
10974,2021,48,5958
10974,2021,49,9445
10974,2021,50,5276
10974,2021,51,8997
10974,2021,52,5776
10974,2022,1,1824
10974,2022,2,4832
10974,2022,3,9891
10974,2022,4,6445
10974,2022,5,2380
10974,2022,6,7534
10974,2022,7,4156
10974,2022,8,5307
10974,2022,9,6634
10974,2022,10,9575
10974,2022,11,6810
10974,2022,12,9533
10974,2022,13,6934
10974,2022,14,4109
10974,2022,15,5082
10974,2022,16,4240
10974,2022,17,7028
10974,2022,18,2849
10974,2022,19,9497
10974,2022,20,3749
10974,2022,21,7680
10974,2022,22,1205
10974,2022,23,8352
10974,2022,24,5591
10974,2022,25,4450
10974,2022,26,8214
10974,2022,27,4811
10974,2022,28,6141
10974,2022,29,9501
10974,2022,30,3708
10974,2022,31,2991
10974,2022,32,9463
10974,2022,33,4273
10974,2022,34,5538
10974,2022,35,9712
10974,2022,36,4722
10974,2022,37,4551
10974,2022,38,3832
10974,2022,39,6679
10974,2022,40,7579
10974,2022,41,1152
10974,2022,42,6754
10974,2022,43,3800
10974,2022,44,6310
10974,2022,45,3610
10974,2022,46,2104
10974,2022,47,8361
10974,2022,48,5199
10974,2022,49,4854
10974,2022,50,8263
10974,2022,51,2914
10974,2022,52,8365
10974,2023,1,4072
10974,2023,2,1406
10974,2023,3,1166
10974,2023,4,1508
10974,2023,5,2661
10974,2023,6,4664
10974,2023,7,4489
10974,2023,8,1680
10974,2023,9,3524
10974,2023,10,3120
10974,2023,11,6260
10974,2023,12,5357
10974,2023,13,2363
10974,2023,14,3292
10974,2023,15,2538
10974,2023,16,4408
10974,2023,17,8742
10974,2023,18,9752
10974,2023,19,2903
10974,2023,20,1174
10974,2023,21,3230
10974,2023,22,5287
10974,2023,23,5160
10974,2023,24,8106
10974,2023,25,4171
10974,2023,26,2567
10974,2023,27,2151
10974,2023,28,8619
10974,2023,29,7033
10974,2023,30,9560
10974,2023,31,5946
10974,2023,32,9234
10974,2023,33,2907
10974,2023,34,4490
10974,2023,35,3535
10974,2023,36,5173
10974,2023,37,2293
10974,2023,38,5769
10974,2023,39,5796
10974,2023,40,7871
10974,2023,41,3972
10974,2023,42,4922
10974,2023,43,5997
10974,2023,44,8032
10974,2023,45,1992
10974,2023,46,9112
10974,2023,47,6287
10974,2023,48,3240
10974,2023,49,2476
10974,2023,50,7426
10974,2023,51,1389
10974,2023,52,1999
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
10974,2020,1,6941
10974,2020,2,8644
10974,2020,3,5855
10974,2020,4,7547
10974,2020,5,8196
10974,2020,6,6911
10974,2020,7,7481
10974,2020,8,3761
10974,2020,9,5456
10974,2020,10,7361
10974,2020,11,6693
10974,2020,12,6788
10974,2020,13,1201
10974,2020,14,7160
10974,2020,15,1517
10974,2020,16,8737
10974,2020,17,2988
10974,2020,18,4802
10974,2020,19,6808
10974,2020,20,8162
10974,2020,21,7241
10974,2020,22,9399
10974,2020,23,6633
10974,2020,24,6755
10974,2020,25,7309
10974,2020,26,5117
10974,2020,27,9345
10974,2020,28,2518
10974,2020,29,7163
10974,2020,30,3600
10974,2020,31,3195
10974,2020,32,4554
10974,2020,33,3849
10974,2020,34,2742
10974,2020,35,2306
10974,2020,36,4849
10974,2020,37,8519
10974,2020,38,5195
10974,2020,39,6178
10974,2020,40,3555
10974,2020,41,3305
10974,2020,42,8619
10974,2020,43,3642
10974,2020,44,7409
10974,2020,45,5757
10974,2020,46,3994
10974,2020,47,9751
10974,2020,48,2271
10974,2020,49,2813
10974,2020,50,9801
10974,2020,51,3461
10974,2020,52,5120
10974,2019,1,7124
10974,2019,2,9475
10974,2019,3,5396
10974,2019,4,1816
10974,2019,5,8304
10974,2019,6,8331
10974,2019,7,1082
10974,2019,8,2920
10974,2019,9,8817
10974,2019,10,3093
10974,2019,11,8071
10974,2019,12,8967
10974,2019,13,9367
10974,2019,14,6285
10974,2019,15,5937
10974,2019,16,1369
10974,2019,17,2818
10974,2019,18,3101
10974,2019,19,4490
10974,2019,20,2779
10974,2019,21,8674
10974,2019,22,2364
10974,2019,23,8294
10974,2019,24,4676
10974,2019,25,3426
10974,2019,26,9264
10974,2019,27,9089
10974,2019,28,3962
10974,2019,29,1859
10974,2019,30,5138
10974,2019,31,3424
10974,2019,32,5017
10974,2019,33,9560
10974,2019,34,9342
10974,2019,35,2134
10974,2019,36,6166
10974,2019,37,6119
10974,2019,38,6694
10974,2019,39,7136
10974,2019,40,6485
10974,2019,41,5164
10974,2019,42,3346
10974,2019,43,6039
10974,2019,44,5897
10974,2019,45,9252
10974,2019,46,6041
10974,2019,47,4901
10974,2019,48,2337
10974,2019,49,2184
10974,2019,50,5426
10974,2019,51,2551
10974,2019,52,2629
12344,2021,1,2526
12344,2021,2,2361
12344,2021,3,5370
12344,2021,4,6283
12344,2021,5,8610
12344,2021,6,2993
12344,2021,7,1869
12344,2021,8,2014
12344,2021,9,1602
12344,2021,10,1690
12344,2021,11,9685
12344,2021,12,1489
12344,2021,13,7864
12344,2021,14,8240
12344,2021,15,8786
12344,2021,16,9024
12344,2021,17,1294
12344,2021,18,6488
12344,2021,19,5027
12344,2021,20,3912
12344,2021,21,5744
12344,2021,22,2873
12344,2021,23,4258
12344,2021,24,3817
12344,2021,25,9636
12344,2021,26,4641
12344,2021,27,5458
12344,2021,28,6307
12344,2021,29,9933
12344,2021,30,3041
12344,2021,31,1679
12344,2021,32,6738
12344,2021,33,6668
12344,2021,34,8697
12344,2021,35,9033
12344,2021,36,1062
12344,2021,37,8829
12344,2021,38,8352
12344,2021,39,7915
12344,2021,40,9326
12344,2021,41,4644
12344,2021,42,5970
12344,2021,43,9003
12344,2021,44,4278
12344,2021,45,8296
12344,2021,46,4074
12344,2021,47,9312
12344,2021,48,8552
12344,2021,49,2637
12344,2021,50,6103
12344,2021,51,1644
12344,2021,52,3032
12344,2022,1,3761
12344,2022,2,3068
12344,2022,3,1241
12344,2022,4,3668
12344,2022,5,1802
12344,2022,6,6059
12344,2022,7,1195
12344,2022,8,3187
12344,2022,9,3330
12344,2022,10,5841
12344,2022,11,4606
12344,2022,12,9468
12344,2022,13,1060
12344,2022,14,4927
12344,2022,15,7296
12344,2022,16,3591
12344,2022,17,9758
12344,2022,18,7121
12344,2022,19,2200
12344,2022,20,3854
12344,2022,21,8024
12344,2022,22,7972
12344,2022,23,1136
12344,2022,24,2029
12344,2022,25,3594
12344,2022,26,8206
12344,2022,27,1661
12344,2022,28,3472
12344,2022,29,1086
12344,2022,30,7219
12344,2022,31,9143
12344,2022,32,7968
12344,2022,33,3773
12344,2022,34,2700
12344,2022,35,3700
12344,2022,36,7815
12344,2022,37,2647
12344,2022,38,7038
12344,2022,39,6164
12344,2022,40,6520
12344,2022,41,4687
12344,2022,42,1596
12344,2022,43,5545
12344,2022,44,9676
12344,2022,45,9837
12344,2022,46,5757
12344,2022,47,5384
12344,2022,48,9912
12344,2022,49,5733
12344,2022,50,8081
12344,2022,51,9690
12344,2022,52,8117
12344,2023,1,5729
12344,2023,2,2673
12344,2023,3,9306
12344,2023,4,8178
12344,2023,5,3294
12344,2023,6,4630
12344,2023,7,1146
12344,2023,8,4453
12344,2023,9,5507
12344,2023,10,6783
12344,2023,11,8751
12344,2023,12,6628
12344,2023,13,9328
12344,2023,14,4360
12344,2023,15,4005
12344,2023,16,4552
12344,2023,17,1018
12344,2023,18,3242
12344,2023,19,7318
12344,2023,20,6097
12344,2023,21,9640
12344,2023,22,2948
12344,2023,23,6618
12344,2023,24,5236
12344,2023,25,7901
12344,2023,26,2920
12344,2023,27,5188
12344,2023,28,1238
12344,2023,29,1204
12344,2023,30,6552
12344,2023,31,5927
12344,2023,32,5390
12344,2023,33,3687
12344,2023,34,5951
12344,2023,35,7160
12344,2023,36,6388
12344,2023,37,6126
12344,2023,38,1816
12344,2023,39,1192
12344,2023,40,2776
12344,2023,41,4645
12344,2023,42,7314
12344,2023,43,9442
12344,2023,44,2788
12344,2023,45,8374
12344,2023,46,4700
12344,2023,47,4893
12344,2023,48,7811
12344,2023,49,3679
12344,2023,50,4904
12344,2023,51,8260
12344,2023,52,1504
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
12344,2020,1,2892
12344,2020,2,4439
12344,2020,3,3854
12344,2020,4,4792
12344,2020,5,6330
12344,2020,6,8871
12344,2020,7,9235
12344,2020,8,4612
12344,2020,9,3618
12344,2020,10,5678
12344,2020,11,4163
12344,2020,12,3942
12344,2020,13,9411
12344,2020,14,2925
12344,2020,15,3972
12344,2020,16,1990
12344,2020,17,2812
12344,2020,18,9995
12344,2020,19,1489
12344,2020,20,6876
12344,2020,21,4645
12344,2020,22,8081
12344,2020,23,3891
12344,2020,24,4516
12344,2020,25,4340
12344,2020,26,7410
12344,2020,27,1053
12344,2020,28,3575
12344,2020,29,1615
12344,2020,30,6944
12344,2020,31,8404
12344,2020,32,1954
12344,2020,33,2629
12344,2020,34,7859
12344,2020,35,9841
12344,2020,36,4278
12344,2020,37,6455
12344,2020,38,4801
12344,2020,39,3561
12344,2020,40,7539
12344,2020,41,1370
12344,2020,42,1857
12344,2020,43,5886
12344,2020,44,8485
12344,2020,45,1383
12344,2020,46,5334
12344,2020,47,5290
12344,2020,48,3725
12344,2020,49,7204
12344,2020,50,7111
12344,2020,51,5251
12344,2020,52,1922
12344,2019,1,3915
12344,2019,2,8957
12344,2019,3,4046
12344,2019,4,2230
12344,2019,5,8647
12344,2019,6,5933
12344,2019,7,4940
12344,2019,8,7483
12344,2019,9,1203
12344,2019,10,1160
12344,2019,11,9960
12344,2019,12,4748
12344,2019,13,7718
12344,2019,14,3581
12344,2019,15,2093
12344,2019,16,5500
12344,2019,17,9799
12344,2019,18,6710
12344,2019,19,3875
12344,2019,20,4191
12344,2019,21,2837
12344,2019,22,1689
12344,2019,23,4759
12344,2019,24,3103
12344,2019,25,1365
12344,2019,26,9092
12344,2019,27,5172
12344,2019,28,7033
12344,2019,29,3378
12344,2019,30,2205
12344,2019,31,5988
12344,2019,32,6669
12344,2019,33,3735
12344,2019,34,9490
12344,2019,35,1956
12344,2019,36,7623
12344,2019,37,2474
12344,2019,38,5460
12344,2019,39,8002
12344,2019,40,7396
12344,2019,41,3828
12344,2019,42,3850
12344,2019,43,3964
12344,2019,44,5594
12344,2019,45,7644
12344,2019,46,3850
12344,2019,47,1165
12344,2019,48,1919
12344,2019,49,9305
12344,2019,50,4504
12344,2019,51,1991
12344,2019,52,7047
13265,2021,1,4839
13265,2021,2,2258
13265,2021,3,8609
13265,2021,4,9706
13265,2021,5,5804
13265,2021,6,1067
13265,2021,7,6660
13265,2021,8,5478
13265,2021,9,9210
13265,2021,10,4521
13265,2021,11,1572
13265,2021,12,8082
13265,2021,13,8832
13265,2021,14,6395
13265,2021,15,3258
13265,2021,16,7039
13265,2021,17,1650
13265,2021,18,6741
13265,2021,19,7838
13265,2021,20,3587
13265,2021,21,8876
13265,2021,22,4262
13265,2021,23,2338
13265,2021,24,5996
13265,2021,25,6780
13265,2021,26,3827
13265,2021,27,6232
13265,2021,28,3217
13265,2021,29,4539
13265,2021,30,8845
13265,2021,31,5383
13265,2021,32,3961
13265,2021,33,4226
13265,2021,34,7837
13265,2021,35,8031
13265,2021,36,4716
13265,2021,37,4414
13265,2021,38,2448
13265,2021,39,1570
13265,2021,40,3904
13265,2021,41,3505
13265,2021,42,1917
13265,2021,43,7982
13265,2021,44,8427
13265,2021,45,7336
13265,2021,46,2678
13265,2021,47,1615
13265,2021,48,8086
13265,2021,49,5749
13265,2021,50,4505
13265,2021,51,5529
13265,2021,52,2135
13265,2022,1,9566
13265,2022,2,8226
13265,2022,3,6162
13265,2022,4,1206
13265,2022,5,5875
13265,2022,6,2319
13265,2022,7,2141
13265,2022,8,5627
13265,2022,9,8389
13265,2022,10,3690
13265,2022,11,8323
13265,2022,12,4255
13265,2022,13,9281
13265,2022,14,6213
13265,2022,15,5108
13265,2022,16,4020
13265,2022,17,2857
13265,2022,18,9996
13265,2022,19,3789
13265,2022,20,4875
13265,2022,21,8605
13265,2022,22,9135
13265,2022,23,7055
13265,2022,24,4882
13265,2022,25,8175
13265,2022,26,8129
13265,2022,27,6021
13265,2022,28,5735
13265,2022,29,3387
13265,2022,30,7582
13265,2022,31,6866
13265,2022,32,3566
13265,2022,33,1975
13265,2022,34,8212
13265,2022,35,2262
13265,2022,36,6047
13265,2022,37,8382
13265,2022,38,7231
13265,2022,39,4327
13265,2022,40,6630
13265,2022,41,3259
13265,2022,42,2257
13265,2022,43,1464
13265,2022,44,4294
13265,2022,45,7774
13265,2022,46,8431
13265,2022,47,2230
13265,2022,48,4805
13265,2022,49,7419
13265,2022,50,6750
13265,2022,51,4856
13265,2022,52,4135
13265,2023,1,7953
13265,2023,2,7034
13265,2023,3,5589
13265,2023,4,2546
13265,2023,5,7065
13265,2023,6,2094
13265,2023,7,3411
13265,2023,8,3617
13265,2023,9,9954
13265,2023,10,5145
13265,2023,11,3775
13265,2023,12,7628
13265,2023,13,4155
13265,2023,14,4970
13265,2023,15,8972
13265,2023,16,9775
13265,2023,17,6415
13265,2023,18,5331
13265,2023,19,2942
13265,2023,20,7026
13265,2023,21,9301
13265,2023,22,1191
13265,2023,23,1861
13265,2023,24,7711
13265,2023,25,1649
13265,2023,26,5134
13265,2023,27,8587
13265,2023,28,9828
13265,2023,29,2036
13265,2023,30,5131
13265,2023,31,3148
13265,2023,32,6457
13265,2023,33,7079
13265,2023,34,3430
13265,2023,35,2879
13265,2023,36,8542
13265,2023,37,3011
13265,2023,38,4373
13265,2023,39,8357
13265,2023,40,2289
13265,2023,41,2447
13265,2023,42,4199
13265,2023,43,7381
13265,2023,44,8522
13265,2023,45,7059
13265,2023,46,4183
13265,2023,47,6462
13265,2023,48,4216
13265,2023,49,4136
13265,2023,50,4318
13265,2023,51,3782
13265,2023,52,8657
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
13265,2020,1,8579
13265,2020,2,2666
13265,2020,3,7901
13265,2020,4,3785
13265,2020,5,1719
13265,2020,6,9597
13265,2020,7,7855
13265,2020,8,3294
13265,2020,9,9263
13265,2020,10,5482
13265,2020,11,1698
13265,2020,12,8243
13265,2020,13,6918
13265,2020,14,1348
13265,2020,15,6374
13265,2020,16,8869
13265,2020,17,1307
13265,2020,18,4416
13265,2020,19,5820
13265,2020,20,4558
13265,2020,21,5478
13265,2020,22,7531
13265,2020,23,5620
13265,2020,24,3985
13265,2020,25,9112
13265,2020,26,9467
13265,2020,27,3547
13265,2020,28,1336
13265,2020,29,3979
13265,2020,30,4968
13265,2020,31,1910
13265,2020,32,2996
13265,2020,33,4129
13265,2020,34,6447
13265,2020,35,7129
13265,2020,36,6850
13265,2020,37,5204
13265,2020,38,8446
13265,2020,39,9519
13265,2020,40,1314
13265,2020,41,2134
13265,2020,42,5876
13265,2020,43,9102
13265,2020,44,9347
13265,2020,45,6592
13265,2020,46,2724
13265,2020,47,4343
13265,2020,48,1886
13265,2020,49,1721
13265,2020,50,8678
13265,2020,51,4357
13265,2020,52,1870
13265,2019,1,7751
13265,2019,2,1497
13265,2019,3,2756
13265,2019,4,2117
13265,2019,5,3828
13265,2019,6,2647
13265,2019,7,7992
13265,2019,8,7771
13265,2019,9,1142
13265,2019,10,3761
13265,2019,11,4435
13265,2019,12,7622
13265,2019,13,8069
13265,2019,14,5512
13265,2019,15,2848
13265,2019,16,3696
13265,2019,17,2717
13265,2019,18,4072
13265,2019,19,3786
13265,2019,20,4791
13265,2019,21,4871
13265,2019,22,2806
13265,2019,23,2504
13265,2019,24,4308
13265,2019,25,8117
13265,2019,26,6048
13265,2019,27,9263
13265,2019,28,2690
13265,2019,29,4303
13265,2019,30,4113
13265,2019,31,8850
13265,2019,32,7416
13265,2019,33,2504
13265,2019,34,9924
13265,2019,35,4924
13265,2019,36,9615
13265,2019,37,5485
13265,2019,38,9100
13265,2019,39,9684
13265,2019,40,1191
13265,2019,41,9690
13265,2019,42,5917
13265,2019,43,6831
13265,2019,44,5322
13265,2019,45,7999
13265,2019,46,8282
13265,2019,47,2874
13265,2019,48,5763
13265,2019,49,9464
13265,2019,50,2051
13265,2019,51,8538
13265,2019,52,8411
14943,2021,1,7320
14943,2021,2,3105
14943,2021,3,1307
14943,2021,4,8737
14943,2021,5,4359
14943,2021,6,4176
14943,2021,7,2251
14943,2021,8,6366
14943,2021,9,2517
14943,2021,10,7226
14943,2021,11,6305
14943,2021,12,6869
14943,2021,13,9039
14943,2021,14,5891
14943,2021,15,5992
14943,2021,16,2961
14943,2021,17,3863
14943,2021,18,7603
14943,2021,19,5567
14943,2021,20,7513
14943,2021,21,5005
14943,2021,22,1183
14943,2021,23,8755
14943,2021,24,4358
14943,2021,25,7615
14943,2021,26,7797
14943,2021,27,9728
14943,2021,28,8678
14943,2021,29,6698
14943,2021,30,2273
14943,2021,31,7653
14943,2021,32,2096
14943,2021,33,9002
14943,2021,34,5247
14943,2021,35,6314
14943,2021,36,4354
14943,2021,37,1270
14943,2021,38,2186
14943,2021,39,7305
14943,2021,40,3398
14943,2021,41,7995
14943,2021,42,8299
14943,2021,43,5182
14943,2021,44,3230
14943,2021,45,7511
14943,2021,46,1128
14943,2021,47,4672
14943,2021,48,5765
14943,2021,49,4970
14943,2021,50,8545
14943,2021,51,6552
14943,2021,52,1627
14943,2022,1,7589
14943,2022,2,3044
14943,2022,3,3341
14943,2022,4,6884
14943,2022,5,9185
14943,2022,6,1249
14943,2022,7,3925
14943,2022,8,6043
14943,2022,9,1974
14943,2022,10,8192
14943,2022,11,3672
14943,2022,12,8279
14943,2022,13,8531
14943,2022,14,9662
14943,2022,15,2987
14943,2022,16,1090
14943,2022,17,9721
14943,2022,18,5059
14943,2022,19,3773
14943,2022,20,9383
14943,2022,21,8409
14943,2022,22,5440
14943,2022,23,8347
14943,2022,24,2008
14943,2022,25,4783
14943,2022,26,7646
14943,2022,27,5298
14943,2022,28,5668
14943,2022,29,5287
14943,2022,30,3052
14943,2022,31,7009
14943,2022,32,2716
14943,2022,33,1310
14943,2022,34,5538
14943,2022,35,2260
14943,2022,36,4932
14943,2022,37,1584
14943,2022,38,8616
14943,2022,39,9551
14943,2022,40,3866
14943,2022,41,6898
14943,2022,42,3011
14943,2022,43,7251
14943,2022,44,5939
14943,2022,45,5006
14943,2022,46,2625
14943,2022,47,1890
14943,2022,48,7078
14943,2022,49,8036
14943,2022,50,9923
14943,2022,51,4961
14943,2022,52,3504
14943,2023,1,9806
14943,2023,2,4806
14943,2023,3,7100
